date,day_of_week,school_visitors,public_visitors,total_visitors,extra,opening_hours
2018-12-13,čtvrtek,397.0,89.0,486.0,,
2018-12-14,pátek,0.0,95.0,95.0,,
2018-12-15,sobota,0.0,484.0,484.0,,
2018-12-16,neděle,0.0,389.0,389.0,,
2018-12-17,pondělí,315.0,88.0,403.0,,
2018-12-18,úterý,353.0,108.0,461.0,,
2018-12-19,středa,328.0,87.0,415.0,,
2018-12-20,čtvrtek,407.0,125.0,532.0,,
2018-12-21,pátek,65.0,123.0,188.0,,
2018-12-22,sobota,0.0,427.0,427.0,,
2018-12-23,neděle,0.0,246.0,246.0,,
2018-12-24,pondělí,0.0,0.0,0.0,,zavřeno
2018-12-25,úterý,0.0,0.0,0.0,,zavřeno
2018-12-26,středa,0.0,256.0,256.0,,
2018-12-27,čtvrtek,0.0,775.0,775.0,,
2018-12-28,pátek,2.0,1099.0,1101.0,,
2018-12-29,sobota,0.0,1013.0,1013.0,,
2018-12-30,neděle,0.0,1129.0,1129.0,,
2018-12-31,pondělí,0.0,400.0,400.0,,
2019-01-01,úterý,0.0,0.0,0.0,,zavřeno
2019-01-02,středa,0.0,478.0,478.0,,
2019-01-03,čtvrtek,59.0,304.0,363.0,,
2019-01-04,pátek,0.0,198.0,198.0,,
2019-01-05,sobota,0.0,653.0,653.0,,
2019-01-06,neděle,0.0,461.0,461.0,,
2019-01-07,pondělí,0.0,25.0,25.0,,
2019-01-08,úterý,58.0,52.0,110.0,,
2019-01-09,středa,37.0,44.0,81.0,,
2019-01-10,čtvrtek,64.0,34.0,98.0,,
2019-01-11,pátek,19.0,57.0,76.0,,
2019-01-12,sobota,19.0,556.0,575.0,,
2019-01-13,neděle,143.0,350.0,493.0,,
2019-01-14,pondělí,22.0,39.0,61.0,,
2019-01-15,úterý,46.0,55.0,101.0,,
2019-01-16,středa,59.0,58.0,117.0,,
2019-01-17,čtvrtek,29.0,55.0,84.0,,
2019-01-18,pátek,0.0,57.0,57.0,,
2019-01-19,sobota,0.0,742.0,742.0,,
2019-01-20,neděle,0.0,585.0,585.0,,
2019-01-21,pondělí,6.0,43.0,49.0,,
2019-01-22,úterý,175.0,58.0,233.0,,
2019-01-23,středa,237.0,100.0,337.0,,
2019-01-24,čtvrtek,95.0,56.0,151.0,,
2019-01-25,pátek,27.0,89.0,116.0,,
2019-01-26,sobota,0.0,592.0,592.0,,
2019-01-27,neděle,0.0,544.0,544.0,,
2019-01-28,pondělí,74.0,69.0,143.0,,
2019-01-29,úterý,324.0,118.0,442.0,,
2019-01-30,středa,124.0,59.0,183.0,,
2019-01-31,čtvrtek,258.0,129.0,387.0,,
2019-02-01,pátek,118.0,681.0,799.0,,
2019-02-02,sobota,0.0,1144.0,1144.0,,
2019-02-03,neděle,0.0,244.0,244.0,,
2019-02-04,pondělí,11.0,103.0,114.0,,
2019-02-05,úterý,16.0,315.0,331.0,,
2019-02-06,středa,148.0,303.0,451.0,,
2019-02-07,čtvrtek,85.0,293.0,378.0,,
2019-02-08,pátek,111.0,278.0,389.0,,
2019-02-09,sobota,0.0,703.0,703.0,,
2019-02-10,neděle,0.0,646.0,646.0,,
2019-02-11,pondělí,26.0,111.0,137.0,,
2019-02-12,úterý,80.0,252.0,332.0,,
2019-02-13,středa,229.0,288.0,517.0,,
2019-02-14,čtvrtek,116.0,283.0,399.0,,
2019-02-15,pátek,116.0,201.0,317.0,,
2019-02-16,sobota,0.0,656.0,656.0,,
2019-02-17,neděle,0.0,433.0,433.0,,
2019-02-18,pondělí,38.0,154.0,192.0,,
2019-02-19,úterý,264.0,317.0,581.0,,
2019-02-20,středa,179.0,229.0,408.0,,
2019-02-21,čtvrtek,173.0,438.0,611.0,,
2019-02-22,pátek,59.0,399.0,458.0,,
2019-02-23,sobota,51.0,901.0,952.0,,
2019-02-24,neděle,0.0,541.0,541.0,,
2019-02-25,pondělí,0.0,342.0,342.0,,
2019-02-26,úterý,50.0,343.0,393.0,,
2019-02-27,středa,204.0,394.0,598.0,,
2019-02-28,čtvrtek,228.0,314.0,542.0,,
2019-03-01,pátek,177.0,621.0,798.0,,
2019-03-02,sobota,0.0,1252.0,1252.0,,
2019-03-03,neděle,11.0,686.0,697.0,,
2019-03-04,pondělí,103.0,129.0,232.0,,
2019-03-05,úterý,251.0,245.0,496.0,,
2019-03-06,středa,184.0,157.0,341.0,,
2019-03-07,čtvrtek,244.0,201.0,445.0,,
2019-03-08,pátek,116.0,252.0,368.0,,
2019-03-09,sobota,43.0,1387.0,1430.0,,
2019-03-10,neděle,0.0,1072.0,1072.0,,
2019-03-11,pondělí,79.0,256.0,335.0,,
2019-03-12,úterý,175.0,399.0,574.0,,
2019-03-13,středa,195.0,311.0,506.0,,
2019-03-14,čtvrtek,151.0,411.0,562.0,,
2019-03-15,pátek,90.0,496.0,586.0,,
2019-03-16,sobota,0.0,1552.0,1552.0,,
2019-03-17,neděle,0.0,402.0,402.0,,
2019-03-18,pondělí,144.0,55.0,199.0,,
2019-03-19,úterý,288.0,84.0,372.0,,
2019-03-20,středa,104.0,49.0,153.0,,
2019-03-21,čtvrtek,155.0,115.0,270.0,,
2019-03-22,pátek,157.0,61.0,218.0,,
2019-03-23,sobota,0.0,401.0,401.0,,
2019-03-24,neděle,0.0,572.0,572.0,,
2019-03-25,pondělí,159.0,83.0,242.0,,
2019-03-26,úterý,267.0,126.0,393.0,,
2019-03-27,středa,210.0,62.0,272.0,,
2019-03-28,čtvrtek,311.0,109.0,420.0,,
2019-03-29,pátek,117.0,84.0,201.0,,
2019-03-30,sobota,16.0,566.0,582.0,,
2019-03-31,neděle,0.0,331.0,331.0,,
2019-04-01,pondělí,85.0,50.0,135.0,,
2019-04-02,úterý,377.0,83.0,460.0,,
2019-04-03,středa,120.0,55.0,175.0,,
2019-04-04,čtvrtek,445.0,42.0,487.0,,
2019-04-05,pátek,220.0,76.0,296.0,,
2019-04-06,sobota,0.0,621.0,621.0,,
2019-04-07,neděle,0.0,293.0,293.0,,
2019-04-08,pondělí,233.0,50.0,283.0,,
2019-04-09,úterý,270.0,65.0,335.0,,
2019-04-10,středa,461.0,147.0,608.0,,
2019-04-11,čtvrtek,531.0,135.0,666.0,,
2019-04-12,pátek,153.0,150.0,303.0,,
2019-04-13,sobota,0.0,1212.0,1212.0,,
2019-04-14,neděle,0.0,892.0,892.0,,
2019-04-15,pondělí,388.0,123.0,511.0,,
2019-04-16,úterý,522.0,131.0,653.0,,
2019-04-17,středa,334.0,148.0,482.0,,
2019-04-18,čtvrtek,51.0,342.0,393.0,,
2019-04-19,pátek,0.0,557.0,557.0,,
2019-04-20,sobota,0.0,500.0,500.0,,
2019-04-21,neděle,0.0,367.0,367.0,,
2019-04-22,pondělí,0.0,161.0,161.0,,
2019-04-23,úterý,366.0,125.0,491.0,,
2019-04-24,středa,485.0,136.0,621.0,,
2019-04-25,čtvrtek,181.0,168.0,349.0,,
2019-04-26,pátek,350.0,170.0,520.0,,
2019-04-27,sobota,32.0,1023.0,1055.0,,
2019-04-28,neděle,0.0,594.0,594.0,,
2019-04-29,pondělí,283.0,219.0,502.0,,
2019-04-30,úterý,237.0,82.0,319.0,,
2019-05-01,středa,0.0,708.0,708.0,,
2019-05-02,čtvrtek,426.0,108.0,534.0,,
2019-05-03,pátek,220.0,256.0,476.0,,
2019-05-04,sobota,14.0,1541.0,1555.0,,
2019-05-05,neděle,0.0,786.0,786.0,,
2019-05-06,pondělí,209.0,410.0,619.0,,
2019-05-07,úterý,192.0,247.0,439.0,,
2019-05-08,středa,0.0,579.0,579.0,,
2019-05-09,čtvrtek,408.0,291.0,699.0,,
2019-05-10,pátek,124.0,212.0,336.0,,
2019-05-11,sobota,0.0,1367.0,1367.0,,
2019-05-12,neděle,0.0,766.0,766.0,,
2019-05-13,pondělí,150.0,50.0,200.0,,
2019-05-14,úterý,346.0,76.0,422.0,,
2019-05-15,středa,264.0,255.0,519.0,,
2019-05-16,čtvrtek,307.0,136.0,443.0,,
2019-05-17,pátek,238.0,105.0,343.0,,
2019-05-18,sobota,0.0,399.0,399.0,,
2019-05-19,neděle,0.0,267.0,267.0,,
2019-05-20,pondělí,451.0,181.0,632.0,,
2019-05-21,úterý,576.0,146.0,722.0,,
2019-05-22,středa,409.0,229.0,638.0,,
2019-05-23,čtvrtek,413.0,350.0,763.0,,
2019-05-24,pátek,409.0,93.0,502.0,,
2019-05-25,sobota,0.0,303.0,303.0,,
2019-05-26,neděle,0.0,188.0,188.0,,
2019-05-27,pondělí,287.0,47.0,334.0,,
2019-05-28,úterý,473.0,155.0,628.0,,
2019-05-29,středa,420.0,142.0,562.0,,
2019-05-30,čtvrtek,521.0,156.0,677.0,,
2019-05-31,pátek,597.0,177.0,774.0,,
2019-06-01,sobota,0.0,327.0,327.0,,
2019-06-02,neděle,0.0,147.0,147.0,,
2019-06-03,pondělí,315.0,54.0,369.0,,
2019-06-04,úterý,568.0,91.0,659.0,,
2019-06-05,středa,530.0,58.0,588.0,,
2019-06-06,čtvrtek,852.0,155.0,1007.0,,
2019-06-07,pátek,97.0,83.0,180.0,,
2019-06-08,sobota,36.0,355.0,391.0,,
2019-06-09,neděle,0.0,184.0,184.0,,
2019-06-10,pondělí,632.0,152.0,784.0,,
2019-06-11,úterý,641.0,129.0,770.0,,
2019-06-12,středa,686.0,105.0,791.0,,
2019-06-13,čtvrtek,685.0,126.0,811.0,,
2019-06-14,pátek,361.0,153.0,514.0,,
2019-06-15,sobota,22.0,731.0,753.0,,
2019-06-16,neděle,22.0,500.0,522.0,,
2019-06-17,pondělí,507.0,81.0,588.0,,
2019-06-18,úterý,579.0,124.0,703.0,,
2019-06-19,středa,632.0,284.0,916.0,,
2019-06-20,čtvrtek,739.0,830.0,1569.0,,
2019-06-21,pátek,285.0,95.0,380.0,,
2019-06-22,sobota,0.0,640.0,640.0,,
2019-06-23,neděle,0.0,336.0,336.0,,
2019-06-24,pondělí,746.0,182.0,928.0,,
2019-06-25,úterý,793.0,119.0,912.0,,
2019-06-26,středa,296.0,110.0,406.0,,
2019-06-27,čtvrtek,472.0,118.0,590.0,,
2019-06-28,pátek,0.0,121.0,121.0,,
2019-06-29,sobota,7.0,199.0,206.0,,
2019-06-30,neděle,0.0,206.0,206.0,,
2019-07-01,pondělí,0.0,214.0,214.0,,
2019-07-02,úterý,0.0,232.0,232.0,,
2019-07-03,středa,0.0,274.0,274.0,,
2019-07-04,čtvrtek,0.0,362.0,362.0,,
2019-07-05,pátek,0.0,350.0,350.0,,
2019-07-06,sobota,0.0,308.0,308.0,,
2019-07-07,neděle,0.0,395.0,395.0,,
2019-07-08,pondělí,0.0,555.0,555.0,,
2019-07-09,úterý,0.0,498.0,498.0,,
2019-07-10,středa,0.0,506.0,506.0,,
2019-07-11,čtvrtek,34.0,564.0,598.0,,
2019-07-12,pátek,0.0,778.0,778.0,,
2019-07-13,sobota,0.0,1727.0,1727.0,,
2019-07-14,neděle,0.0,995.0,995.0,,
2019-07-15,pondělí,0.0,654.0,654.0,,
2019-07-16,úterý,0.0,790.0,790.0,,
2019-07-17,středa,0.0,598.0,598.0,,
2019-07-18,čtvrtek,0.0,595.0,595.0,,
2019-07-19,pátek,25.0,559.0,584.0,,
2019-07-20,sobota,0.0,364.0,364.0,,
2019-07-21,neděle,0.0,588.0,588.0,,
2019-07-22,pondělí,0.0,704.0,704.0,,
2019-07-23,úterý,46.0,544.0,590.0,,
2019-07-24,středa,0.0,435.0,435.0,,
2019-07-25,čtvrtek,0.0,714.0,714.0,,
2019-07-26,pátek,0.0,322.0,322.0,,
2019-07-27,sobota,0.0,351.0,351.0,,
2019-07-28,neděle,0.0,585.0,585.0,,
2019-07-29,pondělí,0.0,738.0,738.0,,
2019-07-30,úterý,0.0,625.0,625.0,,
2019-07-31,středa,0.0,914.0,914.0,,
2019-08-01,čtvrtek,0.0,629.0,629.0,,
2019-08-02,pátek,0.0,484.0,484.0,,
2019-08-03,sobota,0.0,972.0,972.0,,
2019-08-04,neděle,0.0,394.0,394.0,,
2019-08-05,pondělí,0.0,460.0,460.0,,
2019-08-06,úterý,0.0,641.0,641.0,,
2019-08-07,středa,0.0,1486.0,1486.0,,
2019-08-08,čtvrtek,0.0,866.0,866.0,,
2019-08-09,pátek,0.0,514.0,514.0,,
2019-08-10,sobota,0.0,1378.0,1378.0,,
2019-08-11,neděle,0.0,279.0,279.0,,
2019-08-12,pondělí,0.0,1549.0,1549.0,,
2019-08-13,úterý,0.0,863.0,863.0,,
2019-08-14,středa,0.0,614.0,614.0,,
2019-08-15,čtvrtek,0.0,798.0,798.0,,
2019-08-16,pátek,0.0,884.0,884.0,,
2019-08-17,sobota,0.0,632.0,632.0,,
2019-08-18,neděle,0.0,360.0,360.0,,
2019-08-19,pondělí,0.0,978.0,978.0,,
2019-08-20,úterý,0.0,1184.0,1184.0,,
2019-08-21,středa,0.0,850.0,850.0,,
2019-08-22,čtvrtek,0.0,567.0,567.0,,
2019-08-23,pátek,0.0,411.0,411.0,,
2019-08-24,sobota,0.0,342.0,342.0,,
2019-08-25,neděle,0.0,341.0,341.0,,
2019-08-26,pondělí,0.0,313.0,313.0,,
2019-08-27,úterý,0.0,629.0,629.0,,
2019-08-28,středa,0.0,459.0,459.0,,
2019-08-29,čtvrtek,0.0,594.0,594.0,,
2019-08-30,pátek,0.0,388.0,388.0,,
2019-08-31,sobota,0.0,696.0,696.0,,
2019-09-01,neděle,0.0,210.0,210.0,,
2019-09-02,pondělí,0.0,201.0,201.0,,
2019-09-03,úterý,39.0,52.0,91.0,,
2019-09-04,středa,105.0,45.0,150.0,,
2019-09-05,čtvrtek,79.0,65.0,144.0,,
2019-09-06,pátek,140.0,57.0,197.0,,
2019-09-07,sobota,0.0,1027.0,1027.0,,
2019-09-08,neděle,0.0,508.0,508.0,,
2019-09-09,pondělí,23.0,134.0,157.0,,
2019-09-10,úterý,0.0,0.0,0.0,,zavřeno
2019-09-11,středa,0.0,0.0,0.0,,zavřeno
2019-09-12,čtvrtek,0.0,0.0,0.0,,zavřeno
2019-09-13,pátek,70.0,56.0,126.0,,
2019-09-14,sobota,0.0,420.0,420.0,,
2019-09-15,neděle,0.0,221.0,221.0,,
2019-09-16,pondělí,44.0,341.0,385.0,,
2019-09-17,úterý,64.0,59.0,123.0,,
2019-09-18,středa,48.0,51.0,99.0,,
2019-09-19,čtvrtek,175.0,48.0,223.0,,
2019-09-20,pátek,19.0,53.0,72.0,,
2019-09-21,sobota,0.0,1837.0,1837.0,,
2019-09-22,neděle,0.0,310.0,310.0,,
2019-09-23,pondělí,100.0,40.0,140.0,,
2019-09-24,úterý,75.0,32.0,107.0,,
2019-09-25,středa,85.0,99.0,184.0,,
2019-09-26,čtvrtek,45.0,35.0,80.0,,
2019-09-27,pátek,57.0,576.0,633.0,,
2019-09-28,sobota,0.0,545.0,545.0,,
2019-09-29,neděle,0.0,319.0,319.0,,
2019-09-30,pondělí,145.0,67.0,212.0,,
2019-10-01,úterý,54.0,44.0,98.0,,
2019-10-02,středa,175.0,55.0,230.0,,
2019-10-03,čtvrtek,78.0,158.0,236.0,,
2019-10-04,pátek,43.0,146.0,189.0,,
2019-10-05,sobota,0.0,1144.0,1144.0,,
2019-10-06,neděle,0.0,456.0,456.0,,
2019-10-07,pondělí,156.0,47.0,203.0,,
2019-10-08,úterý,0.0,0.0,0.0,,zavřeno
2019-10-09,středa,0.0,0.0,0.0,,zavřeno
2019-10-10,čtvrtek,0.0,0.0,0.0,,zavřeno
2019-10-11,pátek,40.0,103.0,143.0,,
2019-10-12,sobota,40.0,492.0,532.0,,
2019-10-13,neděle,0.0,204.0,204.0,,
2019-10-14,pondělí,59.0,41.0,100.0,,
2019-10-15,úterý,302.0,102.0,404.0,,
2019-10-16,středa,296.0,86.0,382.0,,
2019-10-17,čtvrtek,213.0,101.0,314.0,,
2019-10-18,pátek,279.0,98.0,377.0,,
2019-10-19,sobota,0.0,847.0,847.0,,
2019-10-20,neděle,0.0,412.0,412.0,,
2019-10-21,pondělí,263.0,53.0,316.0,,
2019-10-22,úterý,22.0,46.0,68.0,,
2019-10-23,středa,245.0,81.0,326.0,,
2019-10-24,čtvrtek,227.0,132.0,359.0,,
2019-10-25,pátek,207.0,85.0,292.0,,
2019-10-26,sobota,0.0,678.0,678.0,,
2019-10-27,neděle,0.0,690.0,690.0,,
2019-10-28,pondělí,0.0,4597.0,4597.0,,
2019-10-29,úterý,0.0,1349.0,1349.0,,
2019-10-30,středa,18.0,898.0,916.0,,
2019-10-31,čtvrtek,358.0,473.0,831.0,,
2019-11-01,pátek,109.0,444.0,553.0,,
2019-11-02,sobota,0.0,1146.0,1146.0,,
2019-11-03,neděle,0.0,665.0,665.0,,
2019-11-04,pondělí,155.0,103.0,258.0,,
2019-11-05,úterý,252.0,64.0,316.0,,
2019-11-06,středa,336.0,102.0,438.0,,
2019-11-07,čtvrtek,152.0,52.0,204.0,,
2019-11-08,pátek,149.0,102.0,251.0,,
2019-11-09,sobota,0.0,1390.0,1390.0,,
2019-11-10,neděle,0.0,599.0,599.0,,
2019-11-11,pondělí,178.0,113.0,291.0,,
2019-11-12,úterý,374.0,121.0,495.0,,
2019-11-13,středa,244.0,213.0,457.0,,
2019-11-14,čtvrtek,169.0,208.0,377.0,,
2019-11-15,pátek,364.0,123.0,487.0,,
2019-11-16,sobota,0.0,908.0,908.0,,
2019-11-17,neděle,0.0,649.0,649.0,,
2019-11-18,pondělí,189.0,80.0,269.0,,
2019-11-19,úterý,523.0,205.0,728.0,,
2019-11-20,středa,307.0,126.0,433.0,,
2019-11-21,čtvrtek,345.0,110.0,455.0,,
2019-11-22,pátek,264.0,125.0,389.0,,
2019-11-23,sobota,0.0,966.0,966.0,,
2019-11-24,neděle,0.0,536.0,536.0,,
2019-11-25,pondělí,453.0,94.0,547.0,,
2019-11-26,úterý,338.0,179.0,517.0,,
2019-11-27,středa,397.0,100.0,497.0,,
2019-11-28,čtvrtek,233.0,53.0,286.0,,
2019-11-29,pátek,89.0,207.0,296.0,,
2019-11-30,sobota,0.0,731.0,731.0,,
2019-12-01,neděle,16.0,473.0,489.0,,
2019-12-02,pondělí,283.0,110.0,393.0,,
2019-12-03,úterý,166.0,148.0,314.0,,
2019-12-04,středa,102.0,55.0,157.0,,
2019-12-05,čtvrtek,174.0,48.0,222.0,,
2019-12-06,pátek,79.0,579.0,658.0,,
2019-12-07,sobota,16.0,549.0,565.0,,
2019-12-08,neděle,0.0,365.0,365.0,,
2019-12-09,pondělí,200.0,57.0,257.0,,
2019-12-10,úterý,321.0,55.0,376.0,,
2019-12-11,středa,249.0,52.0,301.0,,
2019-12-12,čtvrtek,386.0,190.0,576.0,,
2019-12-13,pátek,88.0,69.0,157.0,,
2019-12-14,sobota,11.0,548.0,559.0,,
2019-12-15,neděle,0.0,389.0,389.0,,
2019-12-16,pondělí,337.0,183.0,520.0,,
2019-12-17,úterý,151.0,183.0,334.0,,
2019-12-18,středa,442.0,106.0,548.0,,
2019-12-19,čtvrtek,291.0,155.0,446.0,,
2019-12-20,pátek,161.0,98.0,259.0,,
2019-12-21,sobota,0.0,386.0,386.0,,
2019-12-22,neděle,0.0,401.0,401.0,,
2019-12-23,pondělí,0.0,272.0,272.0,,
2019-12-24,úterý,0.0,0.0,0.0,,zavřeno
2019-12-25,středa,0.0,0.0,0.0,,zavřeno
2019-12-26,čtvrtek,0.0,279.0,279.0,,
2019-12-27,pátek,0.0,808.0,808.0,,
2019-12-28,sobota,0.0,1073.0,1073.0,,
2019-12-29,neděle,0.0,1081.0,1081.0,,
2019-12-30,pondělí,0.0,991.0,991.0,,
2019-12-31,úterý,0.0,333.0,333.0,,
2020-01-01,středa,0.0,0.0,0.0,,zavřeno
2020-01-02,čtvrtek,1.0,641.0,642.0,,
2020-01-03,pátek,1.0,592.0,593.0,,
2020-01-04,sobota,0.0,829.0,829.0,,
2020-01-05,neděle,0.0,512.0,512.0,,
2020-01-06,pondělí,0.0,60.0,60.0,,
2020-01-07,úterý,0.0,54.0,54.0,,
2020-01-08,středa,17.0,45.0,62.0,,
2020-01-09,čtvrtek,0.0,74.0,74.0,,
2020-01-10,pátek,1.0,63.0,64.0,,
2020-01-11,sobota,1.0,848.0,849.0,,
2020-01-12,neděle,0.0,560.0,560.0,,
2020-01-13,pondělí,9.0,52.0,61.0,,
2020-01-14,úterý,53.0,55.0,108.0,,
2020-01-15,středa,24.0,104.0,128.0,,
2020-01-16,čtvrtek,34.0,53.0,87.0,,
2020-01-17,pátek,0.0,56.0,56.0,,
2020-01-18,sobota,0.0,978.0,978.0,,
2020-01-19,neděle,0.0,692.0,692.0,,
2020-01-20,pondělí,0.0,27.0,27.0,,
2020-01-21,úterý,96.0,57.0,153.0,,
2020-01-22,středa,130.0,63.0,193.0,,
2020-01-23,čtvrtek,102.0,116.0,218.0,,
2020-01-24,pátek,47.0,134.0,181.0,,
2020-01-25,sobota,2.0,779.0,781.0,,
2020-01-26,neděle,1.0,595.0,596.0,,
2020-01-27,pondělí,102.0,72.0,174.0,,
2020-01-28,úterý,73.0,64.0,137.0,,
2020-01-29,středa,197.0,103.0,300.0,,
2020-01-30,čtvrtek,152.0,166.0,318.0,,
2020-01-31,pátek,0.0,806.0,806.0,,
2020-02-01,sobota,0.0,958.0,958.0,,
2020-02-02,neděle,0.0,551.0,551.0,,
2020-02-03,pondělí,35.0,2.0,37.0,,
2020-02-04,úterý,0.0,0.0,0.0,,zavřeno
2020-02-05,středa,0.0,0.0,0.0,,zavřeno
2020-02-06,čtvrtek,50.0,0.0,50.0,,
2020-02-07,pátek,56.0,332.0,388.0,,
2020-02-08,sobota,0.0,767.0,767.0,,
2020-02-09,neděle,0.0,363.0,363.0,,
2020-02-10,pondělí,0.0,0.0,0.0,,zavřeno
2020-02-11,úterý,80.0,463.0,543.0,,
2020-02-12,středa,270.0,307.0,577.0,,
2020-02-13,čtvrtek,95.0,418.0,513.0,,
2020-02-14,pátek,50.0,422.0,472.0,,
2020-02-15,sobota,0.0,760.0,760.0,,
2020-02-16,neděle,0.0,475.0,475.0,,
2020-02-17,pondělí,0.0,0.0,0.0,,zavřeno
2020-02-18,úterý,156.0,364.0,520.0,,
2020-02-19,středa,135.0,390.0,525.0,,
2020-02-20,čtvrtek,227.0,444.0,671.0,,
2020-02-21,pátek,103.0,384.0,487.0,,
2020-02-22,sobota,0.0,791.0,791.0,,
2020-02-23,neděle,5.0,768.0,773.0,,
2020-02-24,pondělí,0.0,0.0,0.0,,zavřeno
2020-02-25,úterý,149.0,699.0,848.0,,
2020-02-26,středa,2.0,476.0,478.0,,
2020-02-27,čtvrtek,183.0,437.0,620.0,,
2020-02-28,pátek,114.0,419.0,533.0,,
2020-02-29,sobota,0.0,820.0,820.0,,
2020-03-01,neděle,5.0,492.0,497.0,,
2020-03-02,pondělí,155.0,115.0,270.0,,
2020-03-03,úterý,181.0,486.0,667.0,,
2020-03-04,středa,200.0,277.0,477.0,,
2020-03-05,čtvrtek,103.0,352.0,455.0,,
2020-03-06,pátek,67.0,447.0,514.0,,
2020-03-07,sobota,65.0,766.0,831.0,,
2020-03-08,neděle,3.0,327.0,330.0,,
2020-03-09,pondělí,0.0,0.0,0.0,,zavřeno
2020-03-10,úterý,170.0,5.0,175.0,,
2020-03-11,středa,0.0,0.0,0.0,,zavřeno
2020-03-12,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-03-13,pátek,0.0,0.0,0.0,,zavřeno
2020-03-14,sobota,0.0,0.0,0.0,,zavřeno
2020-03-15,neděle,0.0,0.0,0.0,,zavřeno
2020-03-16,pondělí,0.0,0.0,0.0,,zavřeno
2020-03-17,úterý,0.0,0.0,0.0,,zavřeno
2020-03-18,středa,0.0,0.0,0.0,,zavřeno
2020-03-19,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-03-20,pátek,0.0,0.0,0.0,,zavřeno
2020-03-21,sobota,0.0,0.0,0.0,,zavřeno
2020-03-22,neděle,0.0,0.0,0.0,,zavřeno
2020-03-23,pondělí,0.0,0.0,0.0,,zavřeno
2020-03-24,úterý,0.0,0.0,0.0,,zavřeno
2020-03-25,středa,0.0,0.0,0.0,,zavřeno
2020-03-26,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-03-27,pátek,0.0,0.0,0.0,,zavřeno
2020-03-28,sobota,0.0,2.0,2.0,,
2020-03-29,neděle,0.0,0.0,0.0,,zavřeno
2020-03-30,pondělí,0.0,0.0,0.0,,zavřeno
2020-03-31,úterý,0.0,0.0,0.0,,zavřeno
2020-04-01,středa,0.0,0.0,0.0,,zavřeno
2020-04-02,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-04-03,pátek,0.0,0.0,0.0,,zavřeno
2020-04-04,sobota,0.0,0.0,0.0,,zavřeno
2020-04-05,neděle,0.0,0.0,0.0,,zavřeno
2020-04-06,pondělí,0.0,0.0,0.0,,zavřeno
2020-04-07,úterý,0.0,0.0,0.0,,zavřeno
2020-04-08,středa,0.0,0.0,0.0,,zavřeno
2020-04-09,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-04-10,pátek,0.0,0.0,0.0,,zavřeno
2020-04-11,sobota,0.0,0.0,0.0,,zavřeno
2020-04-12,neděle,0.0,0.0,0.0,,zavřeno
2020-04-13,pondělí,0.0,0.0,0.0,,zavřeno
2020-04-14,úterý,0.0,0.0,0.0,,zavřeno
2020-04-15,středa,0.0,0.0,0.0,,zavřeno
2020-04-16,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-04-17,pátek,0.0,0.0,0.0,,zavřeno
2020-04-18,sobota,0.0,0.0,0.0,,zavřeno
2020-04-19,neděle,0.0,0.0,0.0,,zavřeno
2020-04-20,pondělí,0.0,0.0,0.0,,zavřeno
2020-04-21,úterý,0.0,0.0,0.0,,zavřeno
2020-04-22,středa,0.0,0.0,0.0,,zavřeno
2020-04-23,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-04-24,pátek,0.0,0.0,0.0,,zavřeno
2020-04-25,sobota,0.0,0.0,0.0,,zavřeno
2020-04-26,neděle,0.0,0.0,0.0,,zavřeno
2020-04-27,pondělí,0.0,0.0,0.0,,zavřeno
2020-04-28,úterý,0.0,0.0,0.0,,zavřeno
2020-04-29,středa,0.0,0.0,0.0,,zavřeno
2020-04-30,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-05-01,pátek,0.0,0.0,0.0,,zavřeno
2020-05-02,sobota,0.0,0.0,0.0,,zavřeno
2020-05-03,neděle,0.0,0.0,0.0,,zavřeno
2020-05-04,pondělí,0.0,0.0,0.0,,zavřeno
2020-05-05,úterý,0.0,0.0,0.0,,zavřeno
2020-05-06,středa,0.0,0.0,0.0,,zavřeno
2020-05-07,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-05-08,pátek,0.0,0.0,0.0,,zavřeno
2020-05-09,sobota,0.0,0.0,0.0,,zavřeno
2020-05-10,neděle,0.0,0.0,0.0,,zavřeno
2020-05-11,pondělí,0.0,0.0,0.0,,zavřeno
2020-05-12,úterý,0.0,0.0,0.0,,zavřeno
2020-05-13,středa,0.0,0.0,0.0,,zavřeno
2020-05-14,čtvrtek,2.0,0.0,2.0,,
2020-05-15,pátek,0.0,0.0,0.0,,zavřeno
2020-05-16,sobota,0.0,0.0,0.0,,zavřeno
2020-05-17,neděle,0.0,0.0,0.0,,zavřeno
2020-05-18,pondělí,0.0,0.0,0.0,,zavřeno
2020-05-19,úterý,0.0,0.0,0.0,,zavřeno
2020-05-20,středa,0.0,0.0,0.0,,zavřeno
2020-05-21,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-05-22,pátek,0.0,0.0,0.0,,zavřeno
2020-05-23,sobota,0.0,0.0,0.0,,zavřeno
2020-05-24,neděle,0.0,0.0,0.0,,zavřeno
