date,day_of_week,school_visitors,public_visitors,total_visitors,extra,is_weekend,is_holiday,nazvy_svatek,is_spring_break,is_autumn_break,is_winter_break,is_easter_break,is_halfyear_break,is_summer_holiday,is_any_school_break,school_break_type,days_to_next_break,days_from_last_break,is_week_before_break,is_week_after_break,season_exact,week_position,is_month_end,school_week_number,is_bridge_day,long_weekend_length,precipitation_probability,temperature_max,temperature_min,temperature_mean,apparent_temp_max,apparent_temp_min,apparent_temp_mean,precipitation,rain,snowfall,precipitation_hours,weather_code,wind_speed,wind_gusts_max,wind_direction,sunshine_duration,daylight_duration,cloud_cover_percent,is_rainy,is_snowy,is_windy,is_nice_weather,sunshine_ratio,feels_like_delta,weather_forecast_confidence,temperature_trend_3d,is_weather_improving,google_trend,Mateřská_škola,Střední_škola,Základní_škola,is_event
2026-01-01,čtvrtek,,,,Nový rok / Den obnovy samostatného českého státu,0,1,Nový rok / Den obnovy samostatného českého státu,0,0,1,0,0,0,1,winter,29,63,0,0,winter,first_week,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-02,pátek,,,,,0,0,,0,0,1,0,0,0,1,winter,28,64,0,0,winter,first_week,0,18,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-03,sobota,,,,,1,0,,0,0,0,0,0,0,0,,27,1,0,1,winter,first_week,0,18,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-04,neděle,,,,,1,0,,0,0,0,0,0,0,0,,26,2,0,1,winter,first_week,0,18,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-05,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,25,3,0,1,winter,first_week,0,19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-06,úterý,,,,,0,0,,0,0,0,0,0,0,0,,24,4,0,1,winter,first_week,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-07,středa,,,,,0,0,,0,0,0,0,0,0,0,,23,5,0,1,winter,first_week,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-08,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,22,6,0,1,winter,second_week,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-09,pátek,,,,,0,0,,0,0,0,0,0,0,0,,21,7,0,1,winter,second_week,0,19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-10,sobota,,,,,1,0,,0,0,0,0,0,0,0,,20,8,0,0,winter,second_week,0,19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-11,neděle,,,,,1,0,,0,0,0,0,0,0,0,,19,9,0,0,winter,second_week,0,19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-12,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,18,10,0,0,winter,second_week,0,20,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-13,úterý,,,,,0,0,,0,0,0,0,0,0,0,,17,11,0,0,winter,second_week,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-14,středa,,,,,0,0,,0,0,0,0,0,0,0,,16,12,0,0,winter,second_week,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-15,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,15,13,0,0,winter,third_week,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-16,pátek,,,,,0,0,,0,0,0,0,0,0,0,,14,14,0,0,winter,third_week,0,20,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-17,sobota,,,,,1,0,,0,0,0,0,0,0,0,,13,15,0,0,winter,third_week,0,20,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-18,neděle,,,,,1,0,,0,0,0,0,0,0,0,,12,16,0,0,winter,third_week,0,20,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-19,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,11,17,0,0,winter,third_week,0,21,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-20,úterý,,,,,0,0,,0,0,0,0,0,0,0,,10,18,0,0,winter,third_week,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-21,středa,,,,,0,0,,0,0,0,0,0,0,0,,9,19,0,0,winter,third_week,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-22,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,8,20,0,0,winter,last_week,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-23,pátek,,,,,0,0,,0,0,0,0,0,0,0,,7,21,1,0,winter,last_week,0,21,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-24,sobota,,,,,1,0,,0,0,0,0,0,0,0,,6,22,1,0,winter,last_week,0,21,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-25,neděle,,,,,1,0,,0,0,0,0,0,0,0,,5,23,1,0,winter,last_week,1,21,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-26,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,4,24,1,0,winter,last_week,1,22,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-27,úterý,,,,,0,0,,0,0,0,0,0,0,0,,3,25,1,0,winter,last_week,1,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-28,středa,,,,,0,0,,0,0,0,0,0,0,0,,2,26,1,0,winter,last_week,1,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-29,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,1,27,1,0,winter,last_week,1,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-30,pátek,,,,,0,0,,0,0,0,0,1,0,1,halfyear,24,28,0,0,winter,last_week,1,22,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-01-31,sobota,,,,,1,0,,0,0,0,0,0,0,0,,23,1,0,1,winter,last_week,1,22,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-01,neděle,,,,,1,0,,0,0,0,0,0,0,0,,22,2,0,1,winter,first_week,0,22,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-02,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,21,3,0,1,winter,first_week,0,23,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-03,úterý,,,,,0,0,,0,0,0,0,0,0,0,,20,4,0,1,winter,first_week,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-04,středa,,,,,0,0,,0,0,0,0,0,0,0,,19,5,0,1,winter,first_week,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-05,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,18,6,0,1,winter,first_week,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-06,pátek,,,,,0,0,,0,0,0,0,0,0,0,,17,7,0,1,winter,first_week,0,23,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-07,sobota,,,,,1,0,,0,0,0,0,0,0,0,,16,8,0,0,winter,first_week,0,23,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-08,neděle,,,,,1,0,,0,0,0,0,0,0,0,,15,9,0,0,winter,second_week,0,23,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-09,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,14,10,0,0,winter,second_week,0,24,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-10,úterý,,,,,0,0,,0,0,0,0,0,0,0,,13,11,0,0,winter,second_week,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-11,středa,,,,,0,0,,0,0,0,0,0,0,0,,12,12,0,0,winter,second_week,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-12,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,11,13,0,0,winter,second_week,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-13,pátek,,,,,0,0,,0,0,0,0,0,0,0,,10,14,0,0,winter,second_week,0,24,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-14,sobota,,,,,1,0,,0,0,0,0,0,0,0,,9,15,0,0,winter,second_week,0,24,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-15,neděle,,,,,1,0,,0,0,0,0,0,0,0,,8,16,0,0,winter,third_week,0,24,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-16,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,7,17,1,0,winter,third_week,0,25,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-17,úterý,,,,,0,0,,0,0,0,0,0,0,0,,6,18,1,0,winter,third_week,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-18,středa,,,,,0,0,,0,0,0,0,0,0,0,,5,19,1,0,winter,third_week,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-19,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,4,20,1,0,winter,third_week,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-20,pátek,,,,,0,0,,0,0,0,0,0,0,0,,3,21,1,0,winter,third_week,0,25,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-21,sobota,,,,,1,0,,0,0,0,0,0,0,0,,2,22,1,0,winter,third_week,0,25,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-22,neděle,,,,,1,0,,0,0,0,0,0,0,0,,1,23,1,0,winter,last_week,0,25,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-23,pondělí,,,,,0,0,,1,0,0,0,0,0,1,spring,38,24,0,0,winter,last_week,0,26,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-24,úterý,,,,,0,0,,1,0,0,0,0,0,1,spring,37,25,0,0,winter,last_week,0,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-25,středa,,,,,0,0,,1,0,0,0,0,0,1,spring,36,26,0,0,winter,last_week,1,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-26,čtvrtek,,,,,0,0,,1,0,0,0,0,0,1,spring,35,27,0,0,winter,last_week,1,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-27,pátek,,,,,0,0,,1,0,0,0,0,0,1,spring,34,28,0,0,winter,last_week,1,26,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-02-28,sobota,,,,,1,0,,1,0,0,0,0,0,1,spring,33,29,0,0,winter,last_week,1,26,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-01,neděle,,,,,1,0,,1,0,0,0,0,0,1,spring,32,30,0,0,spring,first_week,0,26,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-02,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,31,1,0,1,spring,first_week,0,27,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-03,úterý,,,,,0,0,,0,0,0,0,0,0,0,,30,2,0,1,spring,first_week,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-04,středa,,,,,0,0,,0,0,0,0,0,0,0,,29,3,0,1,spring,first_week,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-05,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,28,4,0,1,spring,first_week,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-06,pátek,,,,,0,0,,0,0,0,0,0,0,0,,27,5,0,1,spring,first_week,0,27,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-07,sobota,,,,,1,0,,0,0,0,0,0,0,0,,26,6,0,1,spring,first_week,0,27,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-08,neděle,,,,,1,0,,0,0,0,0,0,0,0,,25,7,0,1,spring,second_week,0,27,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-09,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,24,8,0,0,spring,second_week,0,28,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-10,úterý,,,,,0,0,,0,0,0,0,0,0,0,,23,9,0,0,spring,second_week,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-11,středa,,,,,0,0,,0,0,0,0,0,0,0,,22,10,0,0,spring,second_week,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-12,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,21,11,0,0,spring,second_week,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-13,pátek,,,,,0,0,,0,0,0,0,0,0,0,,20,12,0,0,spring,second_week,0,28,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-14,sobota,,,,,1,0,,0,0,0,0,0,0,0,,19,13,0,0,spring,second_week,0,28,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-15,neděle,,,,,1,0,,0,0,0,0,0,0,0,,18,14,0,0,spring,third_week,0,28,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-16,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,17,15,0,0,spring,third_week,0,29,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-17,úterý,,,,,0,0,,0,0,0,0,0,0,0,,16,16,0,0,spring,third_week,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-18,středa,,,,,0,0,,0,0,0,0,0,0,0,,15,17,0,0,spring,third_week,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-19,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,14,18,0,0,spring,third_week,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-03-20,pátek,,,,,0,0,,0,0,0,0,0,0,0,,13,19,0,0,spring,third_week,0,29,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-03-21,sobota,,,,,1,0,,0,0,0,0,0,0,0,,12,20,0,0,spring,third_week,0,29,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-03-22,neděle,,,,,1,0,,0,0,0,0,0,0,0,,11,21,0,0,spring,last_week,0,29,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-23,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,10,22,0,0,spring,last_week,0,30,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-24,úterý,,,,,0,0,,0,0,0,0,0,0,0,,9,23,0,0,spring,last_week,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-25,středa,,,,,0,0,,0,0,0,0,0,0,0,,8,24,0,0,spring,last_week,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-26,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,7,25,1,0,spring,last_week,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-27,pátek,,,,,0,0,,0,0,0,0,0,0,0,,6,26,1,0,spring,last_week,1,30,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-28,sobota,,,,,1,0,,0,0,0,0,0,0,0,,5,27,1,0,spring,last_week,1,30,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-29,neděle,,,,,1,0,,0,0,0,0,0,0,0,,4,28,1,0,spring,last_week,1,30,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-30,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,3,29,1,0,spring,last_week,1,31,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-03-31,úterý,,,,,0,0,,0,0,0,0,0,0,0,,2,30,1,0,spring,last_week,1,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-01,středa,,,,,0,0,,0,0,0,0,0,0,0,,1,31,1,0,spring,first_week,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-02,čtvrtek,,,,,0,0,,0,0,0,1,0,0,1,easter,86,32,0,0,spring,first_week,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-03,pátek,,,,,0,0,,0,0,0,1,0,0,1,easter,85,33,0,0,spring,first_week,0,31,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-04,sobota,,,,,1,0,,0,0,0,0,0,0,0,,84,1,0,1,spring,first_week,0,31,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-05,neděle,,,,,1,0,,0,0,0,0,0,0,0,,83,2,0,1,spring,first_week,0,31,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-06,pondělí,,,,Velikonoční pondělí,0,1,Velikonoční pondělí,0,0,0,0,0,0,0,,82,3,0,1,spring,first_week,0,32,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-07,úterý,,,,,0,0,,0,0,0,0,0,0,0,,81,4,0,1,spring,first_week,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-08,středa,,,,,0,0,,0,0,0,0,0,0,0,,80,5,0,1,spring,second_week,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-09,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,79,6,0,1,spring,second_week,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-10,pátek,,,,,0,0,,0,0,0,0,0,0,0,,78,7,0,1,spring,second_week,0,32,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-11,sobota,,,,,1,0,,0,0,0,0,0,0,0,,77,8,0,0,spring,second_week,0,32,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-12,neděle,,,,,1,0,,0,0,0,0,0,0,0,,76,9,0,0,spring,second_week,0,32,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-13,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,75,10,0,0,spring,second_week,0,33,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-14,úterý,,,,,0,0,,0,0,0,0,0,0,0,,74,11,0,0,spring,second_week,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-15,středa,,,,,0,0,,0,0,0,0,0,0,0,,73,12,0,0,spring,third_week,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-16,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,72,13,0,0,spring,third_week,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-17,pátek,,,,,0,0,,0,0,0,0,0,0,0,,71,14,0,0,spring,third_week,0,33,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-18,sobota,,,,,1,0,,0,0,0,0,0,0,0,,70,15,0,0,spring,third_week,0,33,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-19,neděle,,,,,1,0,,0,0,0,0,0,0,0,,69,16,0,0,spring,third_week,0,33,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-20,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,68,17,0,0,spring,third_week,0,34,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-21,úterý,,,,,0,0,,0,0,0,0,0,0,0,,67,18,0,0,spring,third_week,0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-22,středa,,,,,0,0,,0,0,0,0,0,0,0,,66,19,0,0,spring,last_week,0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-23,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,65,20,0,0,spring,last_week,0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-24,pátek,,,,,0,0,,0,0,0,0,0,0,0,,64,21,0,0,spring,last_week,0,34,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-25,sobota,,,,,1,0,,0,0,0,0,0,0,0,,63,22,0,0,spring,last_week,1,34,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-26,neděle,,,,,1,0,,0,0,0,0,0,0,0,,62,23,0,0,spring,last_week,1,34,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-27,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,61,24,0,0,spring,last_week,1,35,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-28,úterý,,,,,0,0,,0,0,0,0,0,0,0,,60,25,0,0,spring,last_week,1,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-29,středa,,,,,0,0,,0,0,0,0,0,0,0,,59,26,0,0,spring,last_week,1,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-04-30,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,58,27,0,0,spring,last_week,1,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-01,pátek,,,,Svátek práce,0,1,Svátek práce,0,0,0,0,0,0,0,,57,28,0,0,spring,first_week,0,35,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-05-02,sobota,,,,,1,0,,0,0,0,0,0,0,0,,56,29,0,0,spring,first_week,0,35,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-05-03,neděle,,,,,1,0,,0,0,0,0,0,0,0,,55,30,0,0,spring,first_week,0,35,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-05-04,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,54,31,0,0,spring,first_week,0,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-05-05,úterý,,,,,0,0,,0,0,0,0,0,0,0,,53,32,0,0,spring,first_week,0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-05-06,středa,,,,,0,0,,0,0,0,0,0,0,0,,52,33,0,0,spring,first_week,0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-05-07,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,51,34,0,0,spring,first_week,0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-08,pátek,,,,Den vítězství,0,1,Den vítězství,0,0,0,0,0,0,0,,50,35,0,0,spring,second_week,0,36,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-09,sobota,,,,,1,0,,0,0,0,0,0,0,0,,49,36,0,0,spring,second_week,0,36,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-10,neděle,,,,,1,0,,0,0,0,0,0,0,0,,48,37,0,0,spring,second_week,0,36,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-11,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,47,38,0,0,spring,second_week,0,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-12,úterý,,,,,0,0,,0,0,0,0,0,0,0,,46,39,0,0,spring,second_week,0,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-13,středa,,,,,0,0,,0,0,0,0,0,0,0,,45,40,0,0,spring,second_week,0,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-14,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,44,41,0,0,spring,second_week,0,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-15,pátek,,,,,0,0,,0,0,0,0,0,0,0,,43,42,0,0,spring,third_week,0,37,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-16,sobota,,,,,1,0,,0,0,0,0,0,0,0,,42,43,0,0,spring,third_week,0,37,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-17,neděle,,,,,1,0,,0,0,0,0,0,0,0,,41,44,0,0,spring,third_week,0,37,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-18,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,40,45,0,0,spring,third_week,0,38,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-19,úterý,,,,,0,0,,0,0,0,0,0,0,0,,39,46,0,0,spring,third_week,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-20,středa,,,,,0,0,,0,0,0,0,0,0,0,,38,47,0,0,spring,third_week,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-21,čtvrtek,,,,,0,0,,0,0,0,0,0,0,0,,37,48,0,0,spring,third_week,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-22,pátek,,,,,0,0,,0,0,0,0,0,0,0,,36,49,0,0,spring,last_week,0,38,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-23,sobota,,,,,1,0,,0,0,0,0,0,0,0,,35,50,0,0,spring,last_week,0,38,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-24,neděle,,,,,1,0,,0,0,0,0,0,0,0,,34,51,0,0,spring,last_week,0,38,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-25,pondělí,,,,,0,0,,0,0,0,0,0,0,0,,33,52,0,0,spring,last_week,1,39,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-26,úterý,,,,,0,0,,0,0,0,0,0,0,0,,32,53,0,0,spring,last_week,1,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-05-27,středa,,,,,0,0,,0,0,0,0,0,0,0,,31,54,0,0,spring,last_week,1,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
